src,dst
2890650683,5372497984
2671109275,5372497984
5372497984,2812234454
5372497984,3922158811
5372497984,1898852440
5372497984,2102785202
5372497984,2364770064
5372497984,3858971856
5372497984,2442826317
5372497984,1832628933
5372497984,2075731955
5372497984,1644461042
5372497984,1220924217
5372497984,1763866644
5372497984,1940976990
5372497984,2188971353
5372497984,2925189864
5372497984,1916171371
5372497984,2113076563
5372497984,1761684925
5372497984,1066317210
5372497984,5187664653
5372497984,5242381821
5372497984,5028005823
5372497984,1632152444
5372497984,1660815495
5372497984,1977459170
5372497984,1802564537
5372497984,2828585100
5372497984,2115327987
5372497984,2616360197
5372497984,5025540767
5372497984,1800341434
5372497984,1749114535
5372497984,2517830513
5372497984,5069465214
5372497984,2277172724
5372497984,1782546732
5372497984,1926909715
5372497984,1728551812
5372497984,1195230310
5372497984,1261700994
5372497984,2258727970
5372497984,2603633707
5372497984,2560182670
5372497984,1750796960
5372497984,1192329374
5372497984,1608574203
5372497984,1676910563
5372497984,1682650430
5372497984,1413971423
5372497984,2121631573
5372497984,5347290193
5372497984,1774139105
5372497984,2993099575
5372497984,2117015854
5372497984,1642909335
5372497984,1195300800
5372497984,1934183965
5372497984,1219097704
5372497984,1738932247
5372497984,2016713117
5372497984,2757194940
5372497984,3951743338
5372497984,3315784023
5372497984,3183302207
5372497984,3491130564
5372497984,2671109275
5372497984,5285728754
1963126905,5322066783
5275207154,5322066783
5125972493,5322066783
1822125204,5322066783
5311220029,5322066783
3196383040,5322066783
2966911504,5322066783
2659287137,5322066783
5285474429,5322066783
2058340385,5322066783
2205650523,5322066783
2482775900,5322066783
1862583081,5322066783
1991051357,5322066783
5173423974,5322066783
5038769658,5322066783
3819983930,5322066783
2116521155,5322066783
3234456422,5322066783
1598575744,5322066783
5251477658,5322066783
3816679531,5322066783
2386432864,5322066783
3114454757,5322066783
2846569732,5322066783
1824065033,5322066783
2834955711,5322066783
2282163703,5322066783
5277748742,5322066783
2127515365,5322066783
5087768562,5322066783
3286366723,5322066783
2309590430,5322066783
3827793287,5322066783
2605398593,5322066783
2245778025,5322066783
2953032833,5322066783
5347846378,5322066783
1286604713,5322066783
5059050866,5322066783
2243984297,5322066783
1882137091,5322066783
1787898635,5322066783
2257968694,5322066783
2814278674,5322066783
3307023510,5322066783
2272940172,5322066783
2420129102,5322066783
2053033461,5322066783
2181615212,5322066783
3641820591,5322066783
3063953641,5322066783
3200980491,5322066783
2176445423,5322066783
1947948017,5322066783
2671109275,5322066783
5322066783,1915299137
5322066783,1219979801
5322066783,3820356604
5322066783,3314909877
5322066783,2681255941
5322066783,1581745900
5322066783,5189574772
5322066783,2057204302
5322066783,1874314873
5322066783,3912076842
5322066783,2828608397
5322066783,5285307573
5322066783,5177079359
5322066783,5156334810
5322066783,3810412746
5322066783,1789600865
5322066783,3290056195
5322066783,5146286212
5322066783,5182986052
5322066783,5146539217
5322066783,2457394644
5322066783,5275207154
5322066783,5142619588
5322066783,5122704068
5322066783,1779655983
5322066783,3882942482
5322066783,2613181502
5322066783,3227137400
5322066783,2821948480
5322066783,3844695127
5322066783,3991956109
5322066783,3689002584
5322066783,2301862875
5322066783,2798155844
5322066783,3514741450
5322066783,5000399142
5322066783,2613927223
5322066783,3021987210
5322066783,2023671313
5322066783,1560029541
5322066783,2731135047
5322066783,2993686173
5322066783,3137430403
5322066783,2201445074
5322066783,1826684391
5322066783,5255745990
5322066783,2952932685
5322066783,2945373193
5322066783,2164195420
5322066783,3161423162
5322066783,2243612261
5322066783,1861319892
5322066783,2504132294
5322066783,1946316364
5322066783,2727530773
5322066783,5105242354
5322066783,5311220029
5322066783,2351127094
5322066783,2673758771
5322066783,3761365720
5322066783,2692896463
5322066783,5123221371
5322066783,5125972493
5322066783,1795066317
5322066783,5296327810
5322066783,2270340740
5322066783,2792208330
5322066783,2645657201
5322066783,2704985042
5322066783,5296678829
5322066783,2171133640
5322066783,3224652501
5322066783,2953146697
5322066783,3594642801
5322066783,3194994911
5322066783,5276292055
5322066783,2136368535
5322066783,3243206601
5322066783,3236558540
5322066783,3649619467
5322066783,3176048091
5322066783,2966911504
5322066783,2740768021
5322066783,3036609975
5322066783,3170966097
5322066783,3883278288
5322066783,5324151661
5322066783,2364770064
5322066783,5116642946
5322066783,2747160911
5322066783,5146083784
5322066783,3130436997
5322066783,5241049140
5322066783,2491328110
5322066783,1920979437
5322066783,5151544093
5322066783,1646904382
5322066783,1905555973
5322066783,2026648713
5322066783,2211797974
3296725455,5063358893
2774323733,5063358893
5140488308,5063358893
3929506267,5063358893
5310317216,5063358893
3985575968,5063358893
5023142761,5063358893
2998952417,5063358893
5189026691,5063358893
2998871423,5063358893
5099024877,5063358893
2997974385,5063358893
5218801845,5063358893
3105875397,5063358893
1655906943,5063358893
1986321441,5063358893
3296777401,5063358893
2998894213,5063358893
3927196910,5063358893
3241824631,5063358893
5104943735,5063358893
5211967217,5063358893
3036123853,5063358893
2998935733,5063358893
5109737036,5063358893
2998930047,5063358893
5044714021,5063358893
3975929912,5063358893
5102580417,5063358893
3899932667,5063358893
3938015439,5063358893
2627305117,5063358893
2691075915,5063358893
5090712668,5063358893
1597644610,5063358893
2854152644,5063358893
1778681953,5063358893
3738015072,5063358893
3245587764,5063358893
3484298455,5063358893
1919049773,5063358893
2494325122,5063358893
2701396790,5063358893
1596337650,5063358893
1821079410,5063358893
2745880775,5063358893
5117799762,5063358893
1884580820,5063358893
2613735402,5063358893
2288421764,5063358893
5087580060,5063358893
2563659751,5063358893
2493595142,5063358893
3793923083,5063358893
3268926531,5063358893
5013084547,5063358893
2302865841,5063358893
5076067696,5063358893
3176097885,5063358893
2200101900,5063358893
3444675792,5063358893
1770269973,5063358893
5036694036,5063358893
3936154720,5063358893
1760747257,5063358893
2303489833,5063358893
2361491005,5063358893
2428833987,5063358893
5087335872,5063358893
3229242683,5063358893
5089335677,5063358893
2175459941,5063358893
2519760815,5063358893
5044742057,5063358893
3936139045,5063358893
3934390383,5063358893
3490882341,5063358893
1787137411,5063358893
2289941432,5063358893
2619374017,5063358893
5015012151,5063358893
2617984592,5063358893
5063358893,1882059524
5063358893,3043705224
5063358893,3072436550
5063358893,2933405032
5063358893,3189149950
5063358893,3571073697
5063358893,3199294800
5063358893,3202739787
5063358893,3182091600
5063358893,1891763950
5063358893,2383070705
5063358893,3219316740
5063358893,2336863785
5063358893,5087194946
5063358893,3920667569
5063358893,2364770064
5063358893,3272375281
5063358893,3932255484
5063358893,2532002920
5063358893,5119555442
5063358893,3525508634
5063358893,3992087469
5063358893,3166269321
5063358893,2643582752
5063358893,2517374630
5063358893,2500607862
5063358893,3315572087
5063358893,3015153814
5063358893,2705250597
5063358893,3195735590
5063358893,2945411855
5063358893,2429198751
5063358893,1972783335
5063358893,2457074307
5063358893,2463283083
5063358893,2596795093
5063358893,2540079845
5063358893,1789257627
5063358893,2872998365
5063358893,5188639996
5063358893,2212626083
5063358893,2469383217
5063358893,2992540183
5063358893,2458290515
5063358893,2674450810
5063358893,2458328501
5063358893,2365601471
5063358893,2686200717
5063358893,5195717459
5063358893,3303722565
5063358893,2415758215
5063358893,3261622074
5063358893,3027702260
5063358893,1909605281
5063358893,2710460721
5063358893,3607344034
5063358893,3192914291
5063358893,2682040175
5063358893,2736232083
5063358893,3045097620
5063358893,3228692670
5063358893,5316801905
5063358893,2654631793
5063358893,5281437604
5063358893,3149300470
5063358893,2158904540
5063358893,2741582661
5063358893,2897688247
5063358893,3842933046
5063358893,5176059588
5063358893,1864786625
5063358893,5013735376
5063358893,2788678315
5063358893,2502108153
5063358893,2664154083
5063358893,2510066324
5063358893,2826640697
5063358893,2776848760
5063358893,5089210012
5063358893,3318641873
5063358893,2635253972
5063358893,3113912695
5063358893,2426115094
5063358893,2117915371
5063358893,2677045615
5063358893,2243617880
5063358893,3228099702
5063358893,2653346205
5063358893,2438121100
5063358893,2469592365
5063358893,2448144325
5063358893,2557205117
5063358893,2425005472
5063358893,2101141223
5063358893,2920168560
5063358893,2920177602
5063358893,2803298592
5063358893,2789686674
5063358893,2920140012
5063358893,5138582082
5032935234,3975927245
5097578696,3975927245
3115060645,3975927245
5216123959,3975927245
2998865253,3975927245
5041553700,3975927245
2812412774,3975927245
5302568707,3975927245
3316024900,3975927245
5302977891,3975927245
2851617982,3975927245
5127163455,3975927245
1952397801,3975927245
5105962859,3975927245
2417172775,3975927245
3246797070,3975927245
1656885994,3975927245
3253246055,3975927245
5086881215,3975927245
3983656949,3975927245
1063193062,3975927245
5109219826,3975927245
1796612421,3975927245
3494546103,3975927245
3268621625,3975927245
1564658453,3975927245
3476440564,3975927245
1911830701,3975927245
1842952534,3975927245
3284688545,3975927245
2010995281,3975927245
2788660365,3975927245
3499763330,3975927245
2428229070,3975927245
2948837157,3975927245
5089704290,3975927245
2659655497,3975927245
2281925130,3975927245
3226436875,3975927245
3723217064,3975927245
3186254041,3975927245
2671109275,3975927245
3975927245,1747777201
3975927245,1980716794
3975927245,1767642484
3975927245,2601396941
3975927245,1702135127
3975927245,2690396133
3975927245,1966096715
3975927245,1097688053
3975927245,1362245922
3975927245,1743345890
3975927245,1849259022
3975927245,2084021771
3975927245,2274102611
3975927245,2253951270
3975927245,2341173514
3975927245,1896663450
3975927245,3103596671
3975927245,2175597020
3975927245,1834093760
3975927245,3960243120
3975927245,3092425801
3975927245,1894074235
3975927245,1912071882
3975927245,1746793473
3975927245,2052703891
3975927245,1250349451
3975927245,1219114313
3975927245,1840826134
3975927245,1889133371
3975927245,2731765731
3975927245,1743329625
3975927245,1791758724
3975927245,2817951523
3975927245,1866027002
3975927245,1945815901
3975927245,2831691953
3975927245,2920108215
3975927245,2728075347
3975927245,1994501621
3975927245,2619434871
3975927245,2394203871
3975927245,2083472135
3975927245,2942628597
3975927245,3269259017
3975927245,1811148004
3975927245,1758711033
3975927245,2162991153
3975927245,1425795727
3975927245,1795127484
3975927245,2490909014
3975927245,3017684161
3975927245,2146180175
3975927245,2920418810
3975927245,2665897217
3975927245,3516708613
3975927245,1835531590
3975927245,2662486891
3975927245,2280943885
3975927245,1442585101
3975927245,1778763563
3975927245,1658353271
3975927245,1578023353
3975927245,1674015727
3975927245,1714826853
3975927245,2467439041
3975927245,1305690683
3975927245,2410577001
3975927245,2867943124
3975927245,3157132774
3975927245,3502872480
3975927245,1648401307
3975927245,2884824605
3975927245,2413713615
3975927245,1968670952
3975927245,3488487450
3975927245,1777929165
3975927245,3733882063
3975927245,2364770064
3975927245,1902621255
3975927245,1774939254
3975927245,2521619597
3975927245,1772196025
3975927245,2016718833
3975927245,3981403136
3975927245,2097986294
3975927245,2702846752
3975927245,1719428140
3975927245,2904085041
3975927245,2769807107
3975927245,2399748562
3975927245,1898860990
3975927245,1876509507
3975927245,2854726222
3975927245,2132166007
3975927245,2885936082
3975927245,1748029511
3975927245,1652942773
3975927245,2100920733
3975927245,3518571220
3975927245,2174243232
5315517080,5262288567
1950818413,5262288567
1975363595,5262288567
5264875621,5262288567
3774970254,5262288567
2517509105,5262288567
2790084132,5262288567
2790053280,5262288567
2631661925,5262288567
2671109275,5262288567
5262288567,2829480834
5262288567,1975363595
5262288567,3511288271
5262288567,2859944350
5262288567,2963870405
5262288567,2364770064
5262288567,1593881983
5262288567,1716577367
5262288567,2673835334
5262288567,3154632110
5262288567,3174015442
5262288567,1926136774
5262288567,3159102865
5262288567,2029384317
5262288567,2139093455
5262288567,1133914947
5262288567,1885901521
5262288567,3948856605
5262288567,1759330857
5262288567,2005729097
5262288567,2188971353
5262288567,2517509105
5262288567,2152121223
5262288567,1708254022
5262288567,1759328987
5262288567,1835348795
5262288567,1880672380
5262288567,3194192161
5262288567,1729505414
5262288567,1783428572
5262288567,1192329374
5262288567,1259110474
5262288567,3952070245
5262288567,1195242865
5262288567,1291477752
5262288567,1659490917
5262288567,1729930211
5262288567,2776171413
5262288567,2712398923
5262288567,1649624930
5262288567,2765055290
5262288567,1761216793
5262288567,1733671614
5262288567,2231305221
5262288567,100808f447df8362a4d0d9f5142f563595684b
5262288567,1640663757
5262288567,1801950894
5262288567,2056382103
5262288567,2291835477
5262288567,3670969152
5262288567,1691761292
5262288567,3428827754
5262288567,3329094262
5262288567,1762640091
5262288567,1781379945
5262288567,2920964804
5262288567,2381047351
5262288567,2703907413
5262288567,1862481415
5262288567,1454338611
5262288567,1962310741
5262288567,1872762823
5262288567,2371709027
5262288567,2589432731
5262288567,2712118811
5262288567,2668793651
5262288567,2707765025
5262288567,2619130163
5262288567,3049921544
5262288567,1495458525
5262288567,3092386187
5262288567,1236700981
5262288567,2421208073
5262288567,2218117331
5262288567,1749975705
5262288567,1936713014
5262288567,1660815495
5262288567,1977459170
5262288567,2368746162
5262288567,1749220481
5262288567,1691703935
5262288567,1159768381
5262288567,2277172724
5262288567,1889400290
5262288567,1782546732
5262288567,2697416452
5262288567,2817166554
5262288567,2976376993
5262288567,1747104004
5262288567,2813469294
5262288567,1916714990
5262288567,2828585100
5262288567,1800341434
5262288567,2517830513
5262288567,1744217532
5262288567,1610411851
5262288567,1826017320
5262288567,1727979154
5262288567,1812671331
5262288567,2703392187
5257048960,5154084070
5149855169,5154084070
5127538979,5154084070
3908748637,5154084070
5345079467,5154084070
5334668868,5154084070
3603094911,5154084070
1750466083,5154084070
1777786643,5154084070
3316034621,5154084070
3219619421,5154084070
2046190075,5154084070
5075953149,5154084070
5053954777,5154084070
5101287837,5154084070
3978469319,5154084070
5132059002,5154084070
5146828298,5154084070
5302117779,5154084070
3280100431,5154084070
5299327130,5154084070
3922511772,5154084070
3275030681,5154084070
5190611846,5154084070
5147619109,5154084070
2645072352,5154084070
2671109275,5154084070
5154084070,2232426977
5154084070,1642351362
5154084070,5187664653
5154084070,2364770064
5154084070,2278809187
5154084070,3908748637
5154084070,2230629853
5154084070,2708911867
5154084070,1220926753
5154084070,1408303787
5154084070,2652864734
5154084070,2938278875
5154084070,2046190075
5154084070,2007146143
5154084070,5101287837
5154084070,2270484545
5154084070,1740006601
5154084070,1978025401
5154084070,3154994180
5154084070,2708629577
5154084070,5103426583
5154084070,1774862771
5154084070,3314408752
5154084070,2031081281
5154084070,2754904375
5154084070,1828237954
5154084070,1919665623
5154084070,2527968407
5154084070,3125363663
5154084070,5176216455
5154084070,3557280003
5154084070,3285567672
5154084070,3881545865
5154084070,1291477752
5154084070,2625337451
5154084070,1836101984
5154084070,3064515967
5154084070,1893215773
5154084070,1712570933
5154084070,1729370543
5154084070,1820038114
5154084070,2420910645
5154084070,1978875447
5154084070,1862317094
5154084070,1836384951
5154084070,1795468437
5154084070,2131755054
5154084070,1896750257
5154084070,2390201190
5154084070,1955735494
5154084070,2543949370
5154084070,1497162881
5154084070,2505443787
5154084070,2948738352
5154084070,2231350825
5154084070,1188552450
5154084070,1896701827
5154084070,5188105444
5154084070,3536879194
5154084070,2302787264
5154084070,2131917384
5154084070,2898064221
5154084070,3838999046
5154084070,3491130564
5154084070,1765405102
5154084070,3042505735
5154084070,3042495472
5154084070,5109637879
5154084070,3591355593
5154084070,1943306413
5154084070,1741718594
5154084070,1736275134
5154084070,1729505414
5154084070,1952111465
5154084070,1644395354
5154084070,2192625807
5154084070,2423763501
5154084070,1195230310
5154084070,2619981000
5154084070,5224325691
5154084070,2214257545
5154084070,2108922361
5154084070,2040531093
5154084070,2481092927
5154084070,1533789260
5154084070,2619803070
5154084070,1859691352
5154084070,2143683015
5154084070,2828585100
5154084070,1782546732
5154084070,2608494712
5154084070,1713926427
5154084070,2413689737
5154084070,1885442402
5154084070,2250726962
5154084070,1933096745
5154084070,2910611271
5154084070,1936907324
5154084070,2588592835
5154084070,2501340754
5136836464,3558603802
5152699065,3558603802
3319478222,3558603802
1890200222,3558603802
3108143927,3558603802
2651071101,3558603802
5054749164,3558603802
5106168654,3558603802
3739179363,3558603802
3437099334,3558603802
5317669839,3558603802
5359517113,3558603802
3603249545,3558603802
5330763800,3558603802
5186999706,3558603802
5292716860,3558603802
5307259329,3558603802
5123847163,3558603802
5065615507,3558603802
5238900529,3558603802
5338368600,3558603802
5290503815,3558603802
2720647850,3558603802
3321811360,3558603802
2098795973,3558603802
2984856391,3558603802
5064801880,3558603802
5306182800,3558603802
3934263067,3558603802
5310706298,3558603802
5099338003,3558603802
3828796472,3558603802
5258281704,3558603802
5020200943,3558603802
5151248535,3558603802
3978479738,3558603802
2266137082,3558603802
5239526330,3558603802
5057805115,3558603802
5223236835,3558603802
3973581488,3558603802
5048727222,3558603802
5066865326,3558603802
5074740895,3558603802
1104640992,3558603802
5088332629,3558603802
1941038494,3558603802
5238722149,3558603802
3290726041,3558603802
3292458260,3558603802
5064307937,3558603802
5032868098,3558603802
3934321525,3558603802
5066694387,3558603802
5112274706,3558603802
5134767875,3558603802
5102543261,3558603802
5089582251,3558603802
5080539512,3558603802
5049115091,3558603802
5038618000,3558603802
5081072110,3558603802
3558603802,2368052375
3558603802,2144557341
3558603802,1900559287
3558603802,2257868331
3558603802,1760507290
3558603802,2067301197
3558603802,1263585717
3558603802,1912136333
3558603802,1718455577
3558603802,1867075473
3558603802,2364770064
3558603802,1837621852
3558603802,2295104102
3558603802,2651071101
3558603802,2397087964
3558603802,3922158811
3558603802,1703697272
3558603802,2018582630
3558603802,1976796505
3558603802,2464281513
3558603802,3050421761
3558603802,3134759001
3558603802,3858971856
3558603802,2137842201
3558603802,1133914947
3558603802,3819752995
3558603802,2784410017
3558603802,3067548567
3558603802,1829483361
3558603802,2357249892
3558603802,2163628270
3558603802,3164210853
3558603802,5093835574
3558603802,2393383161
3558603802,1253533084
3558603802,1848684740
3558603802,2098795973
3558603802,5058941402
3558603802,2819446750
3558603802,3860053005
3558603802,1752462012
3558603802,1813366860
3558603802,2067756135
3558603802,2164097481
3558603802,2984856391
3558603802,2720647850
3558603802,2683634360
3558603802,5108145713
3558603802,1098953621
3558603802,1999456283
3558603802,1767091442
3558603802,1244586691
3558603802,2708456923
3558603802,2386172420
3558603802,2217144630
3558603802,5308379120
3558603802,2994452210
3558603802,5142864702
3558603802,2208338640
3558603802,2306518014
3558603802,2034445463
3558603802,2465863911
3558603802,3207430557
3558603802,1779902417
3558603802,5305260934
3558603802,5246132304
3558603802,1747104004
3558603802,2030278523
3558603802,2921223202
3558603802,3181884774
3558603802,2982316040
3558603802,5328647321
3558603802,5186011795
3558603802,1821467622
3558603802,5331240096
3558603802,1744243623
3558603802,5020200943
3558603802,1874684535
3558603802,2723343442
3558603802,3828747823
3558603802,2341180964
3558603802,2344689300
3558603802,1878695857
3558603802,2303601944
3558603802,2352621951
3558603802,3200742982
3558603802,5249030185
3558603802,3887081657
3558603802,3253905165
3558603802,1759328987
3558603802,2005729097
3558603802,1709253524
3558603802,2117435205
3558603802,1768237593
3558603802,1660521332
3558603802,2031482343
3558603802,3347816044
3558603802,5073259183
3558603802,5123847163
3558603802,5132506044
5251729276,5032759942
2069966057,5032759942
2929621241,5032759942
2667576821,5032759942
2380502145,5032759942
1979931371,5032759942
5305955747,5032759942
5268815824,5032759942
1265517841,5032759942
1738214520,5032759942
2012929900,5032759942
2482406985,5032759942
3789271887,5032759942
3876542077,5032759942
2998947601,5032759942
3188902837,5032759942
3992882501,5032759942
2621190240,5032759942
2075905865,5032759942
5302138658,5032759942
3253728242,5032759942
2281599855,5032759942
1011629770,5032759942
3951236182,5032759942
2266245372,5032759942
2941411993,5032759942
2729441443,5032759942
2710109693,5032759942
1639476821,5032759942
1986903045,5032759942
1221925752,5032759942
2917960211,5032759942
3799495810,5032759942
2469905697,5032759942
5229501538,5032759942
2730791770,5032759942
3046316057,5032759942
5102130160,5032759942
5111852518,5032759942
2295506635,5032759942
2481143455,5032759942
2161932537,5032759942
3235513024,5032759942
2371838402,5032759942
2706760202,5032759942
5228185306,5032759942
5302118163,5032759942
1878515871,5032759942
3267394492,5032759942
3677616882,5032759942
3937546713,5032759942
5046220280,5032759942
3153376265,5032759942
3105758085,5032759942
3172577937,5032759942
1750408820,5032759942
5318903555,5032759942
1449363625,5032759942
2153435384,5032759942
1957760072,5032759942
1684639064,5032759942
1599665362,5032759942
2154810811,5032759942
5083633266,5032759942
5299026696,5032759942
2677809297,5032759942
5112709062,5032759942
2741628130,5032759942
2219491713,5032759942
1697605663,5032759942
2709676907,5032759942
1846105160,5032759942
1681050275,5032759942
5285092126,5032759942
2998922163,5032759942
3757774584,5032759942
2103993443,5032759942
1870953472,5032759942
5221114001,5032759942
5032759942,2095133552
5032759942,2162610364
5032759942,1771360395
5032759942,2698873254
5032759942,3478623910
5032759942,2644258463
5032759942,3042413475
5032759942,2512822565
5032759942,2440881694
5032759942,1972346623
5032759942,1750801653
5032759942,1869749314
5032759942,1946020855
5032759942,2126495990
5032759942,2012463090
5032759942,1958955053
5032759942,1910722613
5032759942,1868827994
5032759942,1623973205
5032759942,2024230047
5032759942,1762188364
5032759942,1767427967
5032759942,2008406065
5032759942,1897255632
5032759942,1792984822
5032759942,1757473961
5032759942,1732926837
5032759942,1784045322
5032759942,1915236517
5032759942,2977073150
5032759942,1881314114
5032759942,3223260773
5032759942,1770923282
5032759942,1737031393
5032759942,1771541720
5032759942,3211460291
5032759942,2127755203
5032759942,1837317160
5032759942,1553112283
5032759942,2847404665
5032759942,3138221555
5032759942,2696931355
5032759942,2422579281
5032759942,2509935622
5032759942,5057364365
5032759942,3002977354
5032759942,2400405653
5032759942,2406476271
5032759942,2652543083
5032759942,1667464527
5032759942,2065051950
5032759942,2304525684
5032759942,1895836227
5032759942,2427909385
5032759942,2069966057
5032759942,2906939853
5032759942,2515366234
5032759942,1985473535
5032759942,1563966072
5032759942,2307603872
5032759942,3165763044
5032759942,2980723893
5032759942,1881086122
5032759942,2863147640
5032759942,5085430644
5032759942,1678379242
5032759942,2903260410
5032759942,3889142427
5032759942,2251737262
5032759942,3373388704
5032759942,3174186463
5032759942,3277105977
5032759942,1075979135
5032759942,3203187365
5032759942,3334137070
5032759942,3429859884
5032759942,2683407541
5032759942,2902846792
5032759942,2316795074
5032759942,2259413945
5032759942,2451869000
5032759942,2704432902
5032759942,2751266573
5032759942,3059268433
5032759942,2200531914
5032759942,1187172920
5032759942,1671473062
5032759942,2029783162
5032759942,1707571684
5032759942,2390425281
5032759942,1866217975
5032759942,2301419722
5032759942,1992830207
5032759942,1744163303
5032759942,1286207052
5032759942,2750782985
5032759942,2609810430
5032759942,2725544347
5032759942,2427446643
5032759942,2300930485
2907920697,5332084382
5346222655,5332084382
3213946047,5332084382
3131993703,5332084382
5364318105,5332084382
2235748844,5332084382
1866639075,5332084382
1712385355,5332084382
1808789501,5332084382
3900399772,5332084382
5369922206,5332084382
2218923291,5332084382
3891209076,5332084382
5302203680,5332084382
1939778034,5332084382
3145822953,5332084382
3891432066,5332084382
1657034960,5332084382
3606984847,5332084382
2374740352,5332084382
2550456391,5332084382
3215234072,5332084382
2817015500,5332084382
1290915770,5332084382
2218542030,5332084382
5258220608,5332084382
2946181714,5332084382
3147632250,5332084382
1285778877,5332084382
2813772911,5332084382
1800513210,5332084382
3861845321,5332084382
3560405073,5332084382
3043376794,5332084382
3370446102,5332084382
2015858103,5332084382
3844161028,5332084382
5218759010,5332084382
3616377883,5332084382
1983362482,5332084382
3124266532,5332084382
5255097193,5332084382
2639607657,5332084382
2193376024,5332084382
3740641933,5332084382
1963052443,5332084382
3192933545,5332084382
2294632527,5332084382
